logrank.pvalue ENSG_id Symbol
ENSG00000204054.10 0.0721033025458228 ENSG00000204054.10 LINC00963
ENSG00000268205.1 0.15843362304796 ENSG00000268205.1 CTC-444N24.11
ENSG00000255455.2 0.625629666065359 ENSG00000255455.2 RP11-890B15.3
ENSG00000224739.2 0.688079026345374 ENSG00000224739.2 AC016735.1
ENSG00000263050.1 0.800010496978543 ENSG00000263050.1 RP11-667K14.3
ENSG00000278385.1 0.661364655575454 ENSG00000278385.1 RP11-89H19.2
ENSG00000182165.16 0.514373593924817 ENSG00000182165.16 TP53TG1
ENSG00000272288.4 0.696127743100204 ENSG00000272288.4 RP11-140K17.3
ENSG00000246067.6 0.660239132512362 ENSG00000246067.6 RAB30-AS1
ENSG00000214049.6 0.706498618871503 ENSG00000214049.6 UCA1
ENSG00000244459.2 0.386068421890638 ENSG00000244459.2 RP11-1398P2.1
ENSG00000279253.1 0.238599937683721 ENSG00000279253.1 RP4-614O4.13
ENSG00000272599.2 0.896397049273392 ENSG00000272599.2 RP11-152N13.16
ENSG00000279427.1 0.947481142638002 ENSG00000279427.1 RP11-132F7.2
ENSG00000277969.1 0.544714977481552 ENSG00000277969.1 CTB-58E17.1
ENSG00000238045.8 0.0784468354675156 ENSG00000238045.8 AC009133.12
ENSG00000251169.2 0.707003506377025 ENSG00000251169.2 AC005355.2
ENSG00000271936.1 0.244812602127199 ENSG00000271936.1 RP11-443B20.1
ENSG00000226453.1 0.0286801927230407 ENSG00000226453.1 RP11-379B8.1
ENSG00000203499.9 0.0778619058301774 ENSG00000203499.9 FAM83H-AS1
ENSG00000179743.3 0.636492785109471 ENSG00000179743.3 FLJ37453
ENSG00000279741.1 0.656578614110064 ENSG00000279741.1 RP11-44F14.9
ENSG00000249859.6 0.441613638865941 ENSG00000249859.6 PVT1
ENSG00000273142.1 0.0283083914963698 ENSG00000273142.1 RP11-458F8.4
ENSG00000272711.1 0.120255796562979 ENSG00000272711.1 RP11-259N19.1
ENSG00000277879.1 0.0380758450556288 ENSG00000277879.1 RP11-129M16.4
ENSG00000224032.5 0.668114027178573 ENSG00000224032.5 EPB41L4A-AS1
ENSG00000175061.16 0.93518350203252 ENSG00000175061.16 LRRC75A-AS1
ENSG00000233483.2 0.764007289637886 ENSG00000233483.2 CTD-2020K17.4
ENSG00000261448.1 0.796062644789895 ENSG00000261448.1 CTD-2576D5.4
ENSG00000280027.1 0.222772886184613 ENSG00000280027.1 RP11-44F14.10
ENSG00000197989.12 0.964739717777337 ENSG00000197989.12 SNHG12
ENSG00000279265.1 0.807668888741851 ENSG00000279265.1 AC000123.3
ENSG00000259485.1 0.910304559060964 ENSG00000259485.1 CTD-2147F2.1
ENSG00000255026.1 0.0631612998031804 ENSG00000255026.1 RP11-326C3.2
ENSG00000256546.1 0.0351361325762712 ENSG00000256546.1 AC156455.1
ENSG00000228544.1 0.126646685785293 ENSG00000228544.1 CCDC183-AS1
ENSG00000258682.1 0.720166799281865 ENSG00000258682.1 CTD-2002H8.2
ENSG00000270060.1 0.712749039814564 ENSG00000270060.1 RP11-390K5.6
ENSG00000258048.1 0.462717362520489 ENSG00000258048.1 RP11-530C5.1
ENSG00000170846.14 0.553853949953622 ENSG00000170846.14 AC093323.3
ENSG00000215769.7 0.141041665666235 ENSG00000215769.7 RP13-104F24.2
ENSG00000273271.1 0.580311144372806 ENSG00000273271.1 AP000254.8
ENSG00000273568.1 0.104874543732138 ENSG00000273568.1 RP11-417L19.6
ENSG00000233554.4 0.129681256603991 ENSG00000233554.4 B4GALT1-AS1
ENSG00000261353.1 0.766769486212922 ENSG00000261353.1 CTA-14H9.5
ENSG00000226465.1 0.625084748545187 ENSG00000226465.1 RP13-401N8.1
ENSG00000256806.3 0.695731236896696 ENSG00000256806.3 C17orf100
ENSG00000248008.2 0.53230606135027 ENSG00000248008.2 DYNLL1-AS1
ENSG00000272221.1 0.270161243504065 ENSG00000272221.1 XXbac-BPG181B23.7
ENSG00000260136.4 0.142450404010366 ENSG00000260136.4 CTD-2270L9.4
ENSG00000227695.4 0.763474273970388 ENSG00000227695.4 DNMBP-AS1
ENSG00000251603.1 0.145445989820656 ENSG00000251603.1 RP11-164P12.4
ENSG00000259768.5 0.328718726058826 ENSG00000259768.5 RP5-991G20.1
ENSG00000271976.1 0.971725943795553 ENSG00000271976.1 RP11-884K10.7
ENSG00000258404.1 0.698897569763225 ENSG00000258404.1 RP11-1029J19.5
ENSG00000260260.1 0.436360144807618 ENSG00000260260.1 SNHG19
ENSG00000260563.3 0.467882225281244 ENSG00000260563.3 RP13-516M14.1
ENSG00000231721.5 0.0930754064857998 ENSG00000231721.5 LINC-PINT
ENSG00000225470.5 0.574791521059724 ENSG00000225470.5 JPX
ENSG00000247092.5 0.624371866258022 ENSG00000247092.5 SNHG10
ENSG00000259704.1 0.349188334160291 ENSG00000259704.1 CTD-3094K11.1
ENSG00000228265.4 0.864957387528583 ENSG00000228265.4 RALY-AS1
ENSG00000262251.1 0.0177986903661355 ENSG00000262251.1 RP11-199F11.2
ENSG00000229539.1 0.125073197513476 ENSG00000229539.1 RP11-119B16.2
ENSG00000273478.1 0.17902323408951 ENSG00000273478.1 RP11-465N4.5
ENSG00000230163.1 0.288280594246217 ENSG00000230163.1 RP5-997D16.2
ENSG00000257605.2 0.000442264596718208 ENSG00000257605.2 RP11-680A11.5
ENSG00000279528.1 0.149870022388736 ENSG00000279528.1 RP11-1148L6.8
ENSG00000234171.2 0.437668495466987 ENSG00000234171.2 RNASEH1-AS1
ENSG00000179406.6 0.0515970570633847 ENSG00000179406.6 LINC00174
ENSG00000233903.2 0.876028217672772 ENSG00000233903.2 Z83851.4
ENSG00000257270.1 0.649356428002149 ENSG00000257270.1 RP11-521B24.5
ENSG00000242516.1 0.362539861846951 ENSG00000242516.1 LINC00960
ENSG00000270069.1 0.0993447906202986 ENSG00000270069.1 MIR222HG
ENSG00000232445.1 0.54321022374499 ENSG00000232445.1 RP11-132A1.4
ENSG00000258297.1 0.526277676727284 ENSG00000258297.1 RP11-658F2.8
ENSG00000237361.2 0.991539815215588 ENSG00000237361.2 TUSC8
ENSG00000267475.1 0.194412236452473 ENSG00000267475.1 CTD-2538C1.2
ENSG00000272763.1 0.551076517557037 ENSG00000272763.1 RP11-357H14.17
ENSG00000258474.1 0.254105875415265 ENSG00000258474.1 RP11-187E13.1
ENSG00000258919.1 0.490427997444866 ENSG00000258919.1 RP11-1029J19.4
ENSG00000234155.1 0.378710087735061 ENSG00000234155.1 RP11-30P6.6
ENSG00000261804.1 0.462848313147092 ENSG00000261804.1 RP11-44F14.2
ENSG00000254560.4 0.289580400473788 ENSG00000254560.4 BBOX1-AS1
ENSG00000270372.1 0.792763367257245 ENSG00000270372.1 RP11-109M17.2
ENSG00000214039.7 0.117870080757726 ENSG00000214039.7 RP11-474D1.3
ENSG00000258738.1 0.920567386880853 ENSG00000258738.1 RP11-73E17.2
ENSG00000281468.1 0.790053050518513 ENSG00000281468.1 CTC-459F4.9
ENSG00000269899.1 0.315705897356276 ENSG00000269899.1 RP11-589N15.2
ENSG00000228393.3 0.619544911438622 ENSG00000228393.3 LINC01004
ENSG00000278834.1 0.700972999533245 ENSG00000278834.1 RP11-458J1.1
ENSG00000280206.1 0.471874093888373 ENSG00000280206.1 CTB-193M12.5
ENSG00000237476.1 0.631816965428738 ENSG00000237476.1 XXbac-B135H6.15
ENSG00000270010.1 0.596502386093275 ENSG00000270010.1 CTD-2132N18.4
ENSG00000269888.1 0.239103405848596 ENSG00000269888.1 RP11-3P17.5
ENSG00000267565.1 0.287109308535027 ENSG00000267565.1 CTC-559E9.8
ENSG00000203644.3 0.289948129113887 ENSG00000203644.3 RP11-332M2.1
ENSG00000247240.6 0.538528532121026 ENSG00000247240.6 UBL7-AS1
ENSG00000231074.7 0.484126551841718 ENSG00000231074.7 HCG18
ENSG00000232931.4 0.787360436167814 ENSG00000232931.4 LINC00342
ENSG00000262692.1 0.290125035554604 ENSG00000262692.1 CTD-3195I5.3
ENSG00000277496.1 0.42266682551501 ENSG00000277496.1 RP11-93B14.9
ENSG00000276855.1 0.268844831559401 ENSG00000276855.1 CTD-3157E16.2
ENSG00000242207.1 0.18246532761967 ENSG00000242207.1 HOXB-AS4
ENSG00000259877.2 0.713580287289028 ENSG00000259877.2 RP11-46C24.7
ENSG00000223768.1 0.159428843455053 ENSG00000223768.1 LINC00205
ENSG00000273137.1 0.0623585813799751 ENSG00000273137.1 RP3-402G11.28
ENSG00000245060.5 0.448644325462766 ENSG00000245060.5 LINC00847
ENSG00000236935.1 0.529110017778655 ENSG00000236935.1 AP003774.1
ENSG00000275580.1 0.268464764364442 ENSG00000275580.1 RP11-295H24.4
ENSG00000249673.5 0.541034129111703 ENSG00000249673.5 NOP14-AS1
ENSG00000234160.1 0.795851962650645 ENSG00000234160.1 RP11-613M10.6
ENSG00000225791.5 0.893884844608293 ENSG00000225791.5 TRAM2-AS1
ENSG00000265519.1 0.987083249317603 ENSG00000265519.1 CTD-3157E16.1
ENSG00000230316.5 0.967452998602206 ENSG00000230316.5 FEZF1-AS1
ENSG00000182648.10 0.56715704204666 ENSG00000182648.10 LINC01006
ENSG00000260265.1 0.782886860457781 ENSG00000260265.1 RP11-44F21.5
ENSG00000234608.6 0.922796202233595 ENSG00000234608.6 MAPKAPK5-AS1
ENSG00000264247.1 0.850721485828295 ENSG00000264247.1 LINC00909
ENSG00000225177.4 0.42793772235878 ENSG00000225177.4 RP11-390P2.4
ENSG00000254290.1 0.178960695208354 ENSG00000254290.1 RP11-150O12.3
ENSG00000260442.4 0.55548768056669 ENSG00000260442.4 ATP2A1-AS1
ENSG00000236850.4 0.597705339353286 ENSG00000236850.4 BMS1P20
ENSG00000237310.1 0.242793520950306 ENSG00000237310.1 GS1-124K5.4
ENSG00000255474.1 0.789133529490331 ENSG00000255474.1 RP11-234B24.2
ENSG00000256940.1 0.122231971172971 ENSG00000256940.1 RP11-783K16.5
ENSG00000242861.1 0.411707973302984 ENSG00000242861.1 RP11-285F7.2
ENSG00000272720.1 0.290788014025608 ENSG00000272720.1 CTA-228A9.3
ENSG00000228037.1 0.910160261007953 ENSG00000228037.1 RP3-395M20.9
ENSG00000233223.2 0.14818077325414 ENSG00000233223.2 AC113189.5
ENSG00000250328.4 0.770543087059229 ENSG00000250328.4 MGC32805
ENSG00000276317.1 0.580083303352236 ENSG00000276317.1 RP11-93B14.10
ENSG00000245648.1 0.10311350288372 ENSG00000245648.1 RP11-277P12.20
ENSG00000278266.1 0.401226190873619 ENSG00000278266.1 RP11-575F12.3
ENSG00000272579.1 0.312619184691996 ENSG00000272579.1 RP11-101E13.5
ENSG00000250786.1 0.507802390377926 ENSG00000250786.1 SNHG18
ENSG00000249572.1 0.649701092356569 ENSG00000249572.1 CTD-2203K17.1
ENSG00000270460.1 0.510752219863815 ENSG00000270460.1 RP11-796E10.1
ENSG00000262001.1 0.603348626617381 ENSG00000262001.1 DLGAP1-AS2
ENSG00000259291.2 0.67205182354761 ENSG00000259291.2 RP11-617F23.1
ENSG00000259623.1 0.391394420409289 ENSG00000259623.1 RP11-156E6.1
ENSG00000262089.1 0.00201000486998401 ENSG00000262089.1 RP11-589P10.5
ENSG00000268006.1 0.864245341294862 ENSG00000268006.1 PTOV1-AS1
ENSG00000236859.5 0.206255344526194 ENSG00000236859.5 NIFK-AS1
ENSG00000226696.4 0.0859586084495206 ENSG00000226696.4 LENG8-AS1
ENSG00000230896.1 0.457961618539689 ENSG00000230896.1 RP11-767N6.7
ENSG00000245532.5 0.102226014550666 ENSG00000245532.5 NEAT1
ENSG00000279382.1 0.949992139337371 ENSG00000279382.1 RP11-449J21.3
ENSG00000246089.3 0.709456645945891 ENSG00000246089.3 RP11-115C21.2
ENSG00000259865.1 0.50657149181852 ENSG00000259865.1 RP11-488L18.10
ENSG00000256262.1 0.610900454629136 ENSG00000256262.1 USP30-AS1
ENSG00000228350.1 0.843627360921145 ENSG00000228350.1 CELSR3-AS1
ENSG00000225855.5 0.149829388426687 ENSG00000225855.5 RUSC1-AS1
ENSG00000258920.1 0.714621027479931 ENSG00000258920.1 FOXN3-AS1
ENSG00000227036.5 0.710935191310058 ENSG00000227036.5 LINC00511
ENSG00000275234.1 0.473210872101849 ENSG00000275234.1 CTD-2396E7.11
ENSG00000253210.1 0.815494705530367 ENSG00000253210.1 RP11-809O17.1
ENSG00000271020.1 0.444602435171484 ENSG00000271020.1 RP11-10C24.1
ENSG00000255517.5 0.879821359888775 ENSG00000255517.5 CTD-3074O7.5
ENSG00000225969.1 0.122419039977089 ENSG00000225969.1 ABHD11-AS1
ENSG00000273145.1 0.690956102041795 ENSG00000273145.1 CITF22-92A6.1
ENSG00000262370.4 0.198012129749784 ENSG00000262370.4 RP11-473M20.9
ENSG00000272405.1 0.366361478587041 ENSG00000272405.1 RP11-284F21.10
ENSG00000262049.1 0.462048335089218 ENSG00000262049.1 RP13-1032I1.7
ENSG00000267002.1 0.503997741640262 ENSG00000267002.1 RP11-242D8.1
ENSG00000260267.1 0.341959011358503 ENSG00000260267.1 RP11-452L6.5
ENSG00000205890.3 0.515246307176344 ENSG00000205890.3 RP11-473M20.5
ENSG00000231806.2 0.69526865251436 ENSG00000231806.2 PCAT7
ENSG00000232098.3 0.591582548831076 ENSG00000232098.3 CTD-2619J13.14
ENSG00000260025.1 0.965204773059012 ENSG00000260025.1 RP11-490M8.1
ENSG00000279059.1 0.80577859498825 ENSG00000279059.1 RP11-257O5.2
ENSG00000278876.1 0.220847526641226 ENSG00000278876.1 RP11-498C9.4
ENSG00000228343.1 0.00836771170818949 ENSG00000228343.1 RP11-1148L6.5
ENSG00000236452.1 0.232135646802709 ENSG00000236452.1 AC123023.1
ENSG00000278709.1 0.0823550516771782 ENSG00000278709.1 RP5-1059L7.1
ENSG00000255142.1 0.0905358969509848 ENSG00000255142.1 AP006621.6
ENSG00000260912.1 0.191260411336751 ENSG00000260912.1 RP11-363E7.4
ENSG00000239467.4 0.879365056773568 ENSG00000239467.4 AC007405.6
ENSG00000226330.1 0.202277015887656 ENSG00000226330.1 RP11-739N20.2
ENSG00000228989.1 0.398752133694719 ENSG00000228989.1 AC133528.2
ENSG00000272275.1 0.0720771497073922 ENSG00000272275.1 RP11-791G15.2
ENSG00000204876.4 0.153302956317955 ENSG00000204876.4 AC021218.2
ENSG00000261040.5 0.209304290422531 ENSG00000261040.5 WFDC21P
ENSG00000230733.2 0.74211177857093 ENSG00000230733.2 AC092171.4
ENSG00000273619.1 0.186562247586026 ENSG00000273619.1 RP5-908M14.9
ENSG00000228223.2 0.498072089618729 ENSG00000228223.2 HCG11
ENSG00000272338.2 0.426182591572734 ENSG00000272338.2 RP11-722E23.2
ENSG00000228705.1 0.628396097263528 ENSG00000228705.1 LINC00659
ENSG00000216895.7 0.124169243201566 ENSG00000216895.7 AC009403.2
ENSG00000257702.3 0.00724209905800993 ENSG00000257702.3 LBX2-AS1
ENSG00000251580.1 0.616800691155293 ENSG00000251580.1 RP11-539L10.3
ENSG00000271430.1 0.513129432390423 ENSG00000271430.1 RP3-368A4.5
ENSG00000231226.1 0.967719541952466 ENSG00000231226.1 TRIM31-AS1
ENSG00000237857.2 0.173188008804049 ENSG00000237857.2 RP11-435O5.2
ENSG00000280202.1 0.469225351272363 ENSG00000280202.1 RP5-1180D12.1
ENSG00000276952.1 0.148411518641321 ENSG00000276952.1 RP5-965G21.6
ENSG00000270157.1 0.853435435620234 ENSG00000270157.1 RP5-894A10.6
ENSG00000229953.1 0.161804043266465 ENSG00000229953.1 RP11-284F21.7
ENSG00000268756.1 0.0456563156923753 ENSG00000268756.1 AC104534.2
ENSG00000234705.1 0.882145011067087 ENSG00000234705.1 HMGA1P4
ENSG00000278974.1 0.19339826573977 ENSG00000278974.1 RP11-756P10.6
ENSG00000232874.1 0.473498582144093 ENSG00000232874.1 RP11-135A1.2
ENSG00000205559.3 0.699109418718346 ENSG00000205559.3 CHKB-AS1
ENSG00000258914.1 0.509607754241894 ENSG00000258914.1 CTD-2134A5.3
ENSG00000256751.4 0.6388448206764 ENSG00000256751.4 PLBD1-AS1
ENSG00000236144.5 0.167559573315148 ENSG00000236144.5 TMEM147-AS1
ENSG00000214546.3 0.888574685227621 ENSG00000214546.3 AC087491.2
ENSG00000272821.1 0.230237915902382 ENSG00000272821.1 CTA-384D8.36
ENSG00000232803.1 0.270535061035645 ENSG00000232803.1 SLCO4A1-AS1
ENSG00000265458.1 0.596745751391535 ENSG00000265458.1 RP13-20L14.6
ENSG00000204792.2 0.425447760894879 ENSG00000204792.2 LINC01291
ENSG00000261116.1 0.672899060713371 ENSG00000261116.1 RP3-523K23.2
ENSG00000258498.5 0.730695086408991 ENSG00000258498.5 DIO3OS
ENSG00000214293.7 0.475440794867423 ENSG00000214293.7 APTR
ENSG00000254854.1 0.832956503540676 ENSG00000254854.1 CTD-2523D13.2
ENSG00000245571.5 0.963324769103219 ENSG00000245571.5 AP001258.4
ENSG00000261716.1 0.232208703583642 ENSG00000261716.1 RP11-196G18.22
ENSG00000243479.3 0.75934241468964 ENSG00000243479.3 MNX1-AS1
ENSG00000230551.4 0.886948879172594 ENSG00000230551.4 CTB-89H12.4
ENSG00000247516.4 0.488893333361046 ENSG00000247516.4 MIR4458HG
ENSG00000226051.5 0.317103516508612 ENSG00000226051.5 ZNF503-AS1
ENSG00000233184.5 0.286296041633551 ENSG00000233184.5 RP11-421L21.3
ENSG00000271971.1 0.227060053115638 ENSG00000271971.1 CTD-2006H14.2
ENSG00000254837.2 0.27044455628823 ENSG00000254837.2 AP001372.2
ENSG00000263470.1 0.917878409591253 ENSG00000263470.1 RP11-160O5.1
ENSG00000268471.4 0.92425033127626 ENSG00000268471.4 DKFZP434I0714
ENSG00000260853.1 0.241559798328802 ENSG00000260853.1 RP11-264B17.2
ENSG00000267249.1 0.673839687827765 ENSG00000267249.1 RP11-973H7.3
ENSG00000226332.2 0.00614366998448294 ENSG00000226332.2 RP11-157P1.4
ENSG00000273576.1 0.12887080277719 ENSG00000273576.1 RP11-390P24.1
ENSG00000270933.1 0.506018898120001 ENSG00000270933.1 CTD-2227E11.1
ENSG00000261373.1 0.178000621891386 ENSG00000261373.1 VPS9D1-AS1
ENSG00000260219.2 0.29234822293832 ENSG00000260219.2 RP11-347C12.10
ENSG00000259985.1 0.0174439613076317 ENSG00000259985.1 RP11-549B18.1
ENSG00000254614.2 0.796091482457913 ENSG00000254614.2 AP003068.23
ENSG00000241764.3 0.366011385004942 ENSG00000241764.3 AC002467.7
ENSG00000153363.11 0.154111171938204 ENSG00000153363.11 LINC00467
ENSG00000224093.4 0.352643632193251 ENSG00000224093.4 RP5-1033H22.2
ENSG00000259974.2 0.0634864742602628 ENSG00000259974.2 LINC00261
ENSG00000255135.3 0.105941181396343 ENSG00000255135.3 RP11-111M22.3
ENSG00000224536.1 0.0641757383386206 ENSG00000224536.1 RP11-134G8.7
ENSG00000277978.1 0.729879717102448 ENSG00000277978.1 RP11-403P17.6
ENSG00000269973.1 0.92990482886039 ENSG00000269973.1 RP11-95D17.1
ENSG00000233834.5 0.0602994012968406 ENSG00000233834.5 AC005083.1
ENSG00000275180.1 0.128365709460694 ENSG00000275180.1 RP11-631N16.4
ENSG00000231113.2 0.168247447759528 ENSG00000231113.2 RP3-475N16.1
ENSG00000231770.4 0.471069922374819 ENSG00000231770.4 TMEM44-AS1
ENSG00000228288.5 0.0335246634804688 ENSG00000228288.5 PCAT6
ENSG00000224189.5 0.409294214531736 ENSG00000224189.5 HAGLR
ENSG00000242588.5 0.794886817479009 ENSG00000242588.5 RP11-274B21.14
ENSG00000226812.2 0.776244521165737 ENSG00000226812.2 RP5-881L22.5
ENSG00000236199.1 0.575402793502357 ENSG00000236199.1 RP11-264I13.2
ENSG00000214106.6 0.898632448856044 ENSG00000214106.6 PAXIP1-AS2
ENSG00000267317.2 0.00613203062665578 ENSG00000267317.2 CTB-25B13.12
ENSG00000260708.1 0.897091183437568 ENSG00000260708.1 CTA-29F11.1
ENSG00000260257.2 0.409397680897304 ENSG00000260257.2 RP5-1085F17.3
ENSG00000225361.3 0.230712868368513 ENSG00000225361.3 PPP1R26-AS1
ENSG00000253106.1 0.524139033680601 ENSG00000253106.1 RP11-158K1.3
ENSG00000188242.4 0.697591546001834 ENSG00000188242.4 PP7080
ENSG00000280693.1 0.824388573244571 ENSG00000280693.1 SH3PXD2A-AS1
ENSG00000232956.7 0.730725319739224 ENSG00000232956.7 SNHG15
ENSG00000269051.4 0.486835167410311 ENSG00000269051.4 CTD-2245F17.3
ENSG00000260244.1 0.691177621451278 ENSG00000260244.1 RP11-588K22.2
ENSG00000268388.4 0.0305819698122562 ENSG00000268388.4 FENDRR
ENSG00000198788.8 0.383920770690002 ENSG00000198788.8 MUC2
ENSG00000228106.4 0.0422539186336457 ENSG00000228106.4 RP11-452F19.3
ENSG00000241990.4 0.252204117969385 ENSG00000241990.4 PRR34-AS1
ENSG00000271133.4 0.206068486166324 ENSG00000271133.4 CTA-293F17.1
ENSG00000264112.1 0.834696686092703 ENSG00000264112.1 RP11-159D12.2
ENSG00000222041.9 0.249476276791484 ENSG00000222041.9 LINC00152
ENSG00000272990.1 0.573074465956657 ENSG00000272990.1 RP11-305K5.1
ENSG00000267344.1 0.0321624081254401 ENSG00000267344.1 CTB-39G8.3
ENSG00000270673.1 0.323690048091622 ENSG00000270673.1 YTHDF3-AS1
ENSG00000227359.1 0.429657044855747 ENSG00000227359.1 AC017074.2
ENSG00000255717.5 0.638500760149288 ENSG00000255717.5 SNHG1
ENSG00000247498.8 0.835405852148627 ENSG00000247498.8 RP11-392P7.6
ENSG00000254531.1 0.298542970641157 ENSG00000254531.1 FLJ20021
ENSG00000263013.1 0.0290820446404495 ENSG00000263013.1 RP11-876N24.5
ENSG00000273759.1 0.681537460902615 ENSG00000273759.1 RP4-563E14.1
ENSG00000233101.9 0.626625379342371 ENSG00000233101.9 HOXB-AS3
ENSG00000247828.6 0.997078856562953 ENSG00000247828.6 TMEM161B-AS1
ENSG00000213793.4 0.889831172708667 ENSG00000213793.4 ZNF888
ENSG00000226752.6 0.214619326774943 ENSG00000226752.6 PSMD5-AS1
ENSG00000278922.1 0.360114076146646 ENSG00000278922.1 AC002310.14
ENSG00000278238.1 0.123094476285462 ENSG00000278238.1 RP11-245D16.4
ENSG00000226950.5 0.547952761288152 ENSG00000226950.5 DANCR
ENSG00000246582.2 0.297922444925473 ENSG00000246582.2 RP11-1149O23.3
ENSG00000272888.4 0.304547377184135 ENSG00000272888.4 LINC01578
ENSG00000225762.1 0.802734082031082 ENSG00000225762.1 LINC01389
ENSG00000273084.1 0.743292193434488 ENSG00000273084.1 RP11-1275H24.3
ENSG00000262468.4 0.0762411109832127 ENSG00000262468.4 LINC01569
ENSG00000280099.1 0.997996829299451 ENSG00000280099.1 RP11-33E12.2
ENSG00000261799.1 0.466371495556341 ENSG00000261799.1 RP11-283I3.6
ENSG00000232093.1 0.559597203757741 ENSG00000232093.1 RP11-307C12.11
ENSG00000261087.1 0.40949464672971 ENSG00000261087.1 KB-1460A1.5
ENSG00000253414.2 0.388204462829009 ENSG00000253414.2 RP11-150O12.6
ENSG00000266490.1 0.877537269636518 ENSG00000266490.1 CTD-2349P21.9
ENSG00000269044.2 0.324948184154902 ENSG00000269044.2 CTC-429P9.3
ENSG00000234771.3 0.0194630161119558 ENSG00000234771.3 SLC25A25-AS1
ENSG00000280734.1 0.993560765939238 ENSG00000280734.1 LINC01232
ENSG00000163597.13 0.04077102119495 ENSG00000163597.13 SNHG16
ENSG00000273723.1 0.27587025476004 ENSG00000273723.1 RP11-93H24.3
ENSG00000246263.2 0.548508574387512 ENSG00000246263.2 KB-431C1.4
ENSG00000229891.1 0.600903630130392 ENSG00000229891.1 LINC01315
ENSG00000272009.1 0.68366942715096 ENSG00000272009.1 RP1-313I6.12
ENSG00000224272.2 0.107518120395753 ENSG00000224272.2 AC114730.3
ENSG00000262714.1 0.63485032342023 ENSG00000262714.1 RP11-44F14.8
ENSG00000233621.1 0.584206672705345 ENSG00000233621.1 LINC01137
ENSG00000255468.5 0.976552419647945 ENSG00000255468.5 RP11-867G23.8
ENSG00000241224.5 0.951281701208553 ENSG00000241224.5 FLJ22763
ENSG00000184068.2 0.258000131172491 ENSG00000184068.2 RP5-821D11.7
ENSG00000262823.1 0.916411125275154 ENSG00000262823.1 RP13-580F15.2
ENSG00000238164.5 0.193518688630806 ENSG00000238164.5 RP3-395M20.8
ENSG00000235501.4 0.196519466259762 ENSG00000235501.4 RP4-639F20.1
ENSG00000273132.1 0.88156206680577 ENSG00000273132.1 RP11-350J20.12
ENSG00000251322.6 0.205646338564758 ENSG00000251322.6 SHANK3
ENSG00000272518.1 0.396316898662235 ENSG00000272518.1 RP11-26J3.3
ENSG00000254827.4 0.703759317028935 ENSG00000254827.4 SLC22A18AS
ENSG00000270696.1 0.541125986320233 ENSG00000270696.1 RP11-342K6.1
ENSG00000271533.1 0.637097874202848 ENSG00000271533.1 RP3-368A4.6
ENSG00000272849.1 0.13077054169287 ENSG00000272849.1 RP11-347I19.8
ENSG00000258655.2 0.702615097557905 ENSG00000258655.2 ARHGAP5-AS1
ENSG00000255857.4 0.0847307306369366 ENSG00000255857.4 PXN-AS1
ENSG00000269186.1 0.704039477098258 ENSG00000269186.1 LINC01082
ENSG00000272842.1 0.661655112347904 ENSG00000272842.1 RP11-513M16.7
ENSG00000243766.6 0.147465063528291 ENSG00000243766.6 HOTTIP
ENSG00000267510.1 0.762921577776271 ENSG00000267510.1 CTC-325H20.4
ENSG00000260877.1 0.0947146452442579 ENSG00000260877.1 RP11-211G23.2
ENSG00000237523.1 0.466565731959556 ENSG00000237523.1 LINC00857
ENSG00000275888.1 0.00153129236523078 ENSG00000275888.1 RP13-516M14.10
ENSG00000247400.3 0.483213340656467 ENSG00000247400.3 DNAJC3-AS1
ENSG00000272455.1 0.929429223231153 ENSG00000272455.1 RP4-758J18.13
ENSG00000277782.1 0.110816802781734 ENSG00000277782.1 RP11-775C24.5
ENSG00000258534.1 0.01016210604637 ENSG00000258534.1 CTD-2134A5.4
ENSG00000232640.1 0.133989246131063 ENSG00000232640.1 RP1-266L20.2
ENSG00000245556.2 0.148925408489847 ENSG00000245556.2 SCAMP1-AS1
ENSG00000260917.1 0.221377241184301 ENSG00000260917.1 RP11-57H14.4
ENSG00000268087.1 0.28488234486922 ENSG00000268087.1 CTC-429P9.2
ENSG00000223400.1 0.380515897393971 ENSG00000223400.1 AP006748.1
ENSG00000273456.1 0.769124172242237 ENSG00000273456.1 RP11-686O6.2
ENSG00000272899.2 0.452107560319514 ENSG00000272899.2 RP11-309L24.4
ENSG00000253929.1 0.191057882125321 ENSG00000253929.1 CASC21
ENSG00000278784.1 0.138851724086396 ENSG00000278784.1 RP11-468E2.11
ENSG00000241359.1 0.978416084686518 ENSG00000241359.1 SYNPR-AS1
ENSG00000247679.2 0.915647268398379 ENSG00000247679.2 RP11-1277A3.1
ENSG00000272172.1 0.788983771846033 ENSG00000272172.1 RP13-582O9.7
ENSG00000278912.1 0.934775498535031 ENSG00000278912.1 CTD-2196E14.8
ENSG00000268970.1 0.263223352539475 ENSG00000268970.1 CTD-3099C6.11
ENSG00000260121.1 0.503033434235382 ENSG00000260121.1 RP5-1142A6.9
ENSG00000223813.2 0.758517520677272 ENSG00000223813.2 AC007255.8
ENSG00000272068.1 0.231251774397225 ENSG00000272068.1 RP11-284F21.9
ENSG00000258122.1 0.025809049772363 ENSG00000258122.1 RP11-61A14.1
ENSG00000182873.5 0.256012280851134 ENSG00000182873.5 RP11-181G12.2
ENSG00000271869.1 0.29916992014024 ENSG00000271869.1 RP11-51J9.5
